House,Day,Minute,Occupant-1 Activity,Occupant-2 Activity,Control Cost ($)
B,14,138,11,11,0.0005654024587341
B,14,139,11,11,0.0005654024587341
B,14,140,11,11,0.0005654024587341
B,14,141,11,11,0.0005654024587341
B,14,142,11,11,0.0005654024587341
B,14,143,11,11,0.0005654024587341
B,14,144,11,11,0.0005654024587341
B,14,145,11,11,0.0005654024587341
B,14,146,11,11,0.0005654024587341
B,14,147,11,11,0.0005654024587341
B,14,148,11,11,0.0005654024587341
B,14,149,11,11,0.0005654024587341
B,14,150,11,11,0.0005654024587341
B,14,151,11,11,0.0005654024587341
B,14,152,11,11,0.0005654024587341
B,14,153,11,11,0.0005654024587341
B,14,154,11,11,0.0005654024587341
B,14,155,11,11,0.0005654024587341
B,14,156,11,11,0.0005654024587341
B,14,157,11,11,0.0005654024587341
B,14,158,11,11,0.0005654024587341
B,14,159,11,11,0.0005654024587341
B,14,160,11,11,0.0005654024587341
B,14,161,11,11,0.0005654024587341
B,14,162,11,11,0.0005654024587341
B,14,163,11,11,0.0005654024587341
B,14,164,11,11,0.0005654024587341
B,14,165,11,11,0.0005654024587341
B,14,166,11,11,0.0005654024587341
B,14,167,11,11,0.0005654024587341
B,14,168,11,11,0.0005654024587341
B,14,169,11,11,0.0005654024587341
B,14,170,11,11,0.0005654024587341
B,14,171,11,11,0.0005654024587341
B,14,172,11,11,0.0005654024587341
B,14,173,11,11,0.0005654024587341
B,14,174,11,11,0.0005654024587341
B,14,175,11,11,0.0005654024587341
B,14,176,11,11,0.0005654024587341
B,14,177,11,11,0.0005654024587341
B,14,178,11,11,0.0005654024587341
B,14,179,11,11,0.0005654024587341
B,14,180,11,11,0.0005654024587341
B,14,181,11,11,0.0005654024587341
B,14,182,11,11,0.0005654024587341
B,14,183,11,11,0.0005654024587341
B,14,184,11,11,0.0005654024587341
B,14,185,11,11,0.0005654024587341
B,14,186,11,11,0.0005654024587341
B,14,187,11,11,0.0005654024587341
B,14,188,11,11,0.0005654024587341
B,14,189,11,11,0.0005654024587341
B,14,190,11,11,0.0005654024587341
B,14,191,11,11,0.0005654024587341
B,14,192,11,11,0.0005654024587341
B,14,193,11,11,0.0005654024587341
B,14,194,11,11,0.0005654024587341
B,14,195,11,11,0.0005654024587341
B,14,196,11,11,0.0005654024587341
B,14,197,11,11,0.0005654024587341
B,14,198,11,11,0.0005654024587341
B,14,199,11,11,0.0005654024587341
B,14,200,11,11,0.0005654024587341
B,14,201,11,11,0.0005654024587341
B,14,202,11,11,0.0005654024587341
B,14,203,11,11,0.0005654024587341
B,14,204,11,11,0.0005654024587341
B,14,205,11,11,0.0005654024587341
B,14,206,11,11,0.0005654024587341
B,14,207,11,11,0.0005654024587341
B,14,208,11,11,0.0005654024587341
B,14,209,11,11,0.0005654024587341
B,14,210,11,11,0.0005654024587341
B,14,211,11,11,0.0005654024587341
B,14,212,11,11,0.0005654024587341
B,14,213,11,11,0.0005654024587341
B,14,214,11,11,0.0005654024587341
B,14,215,11,11,0.0005654024587341
B,14,216,11,11,0.0005654024587341
B,14,217,11,11,0.0005654024587341
B,14,218,11,11,0.0005654024587341
B,14,219,11,11,0.0005654024587341
B,14,220,11,11,0.0005654024587341
B,14,221,11,11,0.0005654024587341
B,14,222,11,11,0.0005654024587341
B,14,223,11,11,0.0005654024587341
B,14,224,11,11,0.0005654024587341
B,14,225,11,11,0.0005654024587341
B,14,226,11,11,0.0005654024587341
B,14,227,11,11,0.0005654024587341
B,14,228,11,11,0.0005654024587341
B,14,229,11,11,0.0005654024587341
B,14,230,11,11,0.0005654024587341
B,14,231,11,11,0.0005654024587341
B,14,232,11,11,0.0005654024587341
B,14,233,11,11,0.0005654024587341
B,14,234,11,11,0.0005654024587341
B,14,235,11,11,0.0005654024587341
B,14,236,11,11,0.0005654024587341
B,14,237,11,11,0.0005654024587341
B,14,238,11,11,0.0005654024587341
B,14,239,11,11,0.0005654024587341
B,14,240,11,11,0.0005654024587341
B,14,241,11,11,0.0005654024587341
B,14,242,11,11,0.0005654024587341
B,14,243,11,11,0.0005654024587341
B,14,244,11,11,0.0005654024587341
B,14,245,11,11,0.0005654024587341
B,14,246,11,11,0.0005654024587341
B,14,247,11,11,0.0005654024587341
B,14,248,11,11,0.0005654024587341
B,14,249,11,11,0.0005654024587341
B,14,250,11,11,0.0005654024587341
B,14,251,11,11,0.0005654024587341
B,14,252,11,11,0.0005654024587341
B,14,253,11,11,0.0005654024587341
B,14,254,11,11,0.0005654024587341
B,14,255,11,11,0.0005654024587341
B,14,256,11,11,0.0005654024587341
B,14,257,11,11,0.0005654024587341
B,14,258,11,11,0.0005654024587341
B,14,259,11,11,0.0005654024587341
B,14,260,11,11,0.0005654024587341
B,14,261,11,11,0.0005654024587341
B,14,262,11,11,0.0005654024587341
B,14,263,11,11,0.0005654024587341
B,14,264,11,11,0.0005654024587341
B,14,265,11,11,0.0005654024587341
B,14,266,11,11,0.0005654024587341
B,14,267,11,11,0.0005654024587341
B,14,268,11,11,0.0005654024587341
B,14,269,11,11,0.0005654024587341
B,14,270,11,11,0.0005654024587341
B,14,271,11,11,0.0005654024587341
B,14,272,11,11,0.0005654024587341
B,14,273,11,11,0.0005654024587341
B,14,274,11,11,0.0005654024587341
B,14,275,11,11,0.0005654024587341
B,14,276,11,11,0.0005654024587341
B,14,277,11,11,0.0005654024587341
B,14,278,11,11,0.0005654024587341
B,14,279,11,11,0.0005654024587341
B,14,280,11,11,0.0005654024587341
B,14,281,11,11,0.0005654024587341
B,14,282,11,11,0.0005654024587341
B,14,283,11,11,0.0005654024587341
B,14,284,11,11,0.0005654024587341
B,14,285,11,11,0.0005654024587341
B,14,286,11,11,0.0005654024587341
B,14,287,11,11,0.0005654024587341
B,14,288,11,11,0.0005654024587341
B,14,289,11,11,0.0005654024587341
B,14,290,11,11,0.0005654024587341
B,14,291,11,11,0.0005654024587341
B,14,292,11,11,0.0005654024587341
B,14,293,11,11,0.0005654024587341
B,14,294,11,11,0.0005654024587341
B,14,295,11,11,0.0005654024587341
B,14,296,11,11,0.0005654024587341
B,14,297,11,11,0.0005654024587341
B,14,298,11,11,0.0005654024587341
B,14,299,11,11,0.0005654024587341
B,14,300,11,11,0.0005654024587341
B,14,301,11,11,0.0005654024587341
B,14,302,11,11,0.0005654024587341
B,14,303,11,11,0.0005654024587341
B,14,304,11,11,0.0005654024587341
B,14,305,11,11,0.0005654024587341
B,14,306,11,11,0.0005654024587341
B,14,307,11,11,0.0005654024587341
B,14,308,11,11,0.0005654024587341
B,14,309,11,11,0.0005654024587341
B,14,310,11,11,0.0005654024587341
B,14,311,11,11,0.0005654024587341
B,14,312,11,11,0.0005654024587341
B,14,313,11,11,0.0005654024587341
B,14,314,11,11,0.0005654024587341
B,14,315,11,11,0.0005654024587341
B,14,316,11,11,0.0005654024587341
B,14,317,11,11,0.0005654024587341
B,14,318,11,11,0.0005654024587341
B,14,319,11,11,0.0005654024587341
B,14,320,11,11,0.0005654024587341
B,14,321,11,11,0.0005654024587341
B,14,322,11,11,0.0005654024587341
B,14,323,11,11,0.0005654024587341
B,14,324,11,11,0.0005654024587341
B,14,325,11,11,0.0005654024587341
B,14,326,11,11,0.0005654024587341
B,14,327,11,11,0.0005654024587341
B,14,328,11,11,0.0005654024587341
B,14,329,11,11,0.0005654024587341
B,14,330,11,11,0.0005654024587341
B,14,331,11,11,0.0005654024587341
B,14,332,11,11,0.0005654024587341
B,14,333,11,11,0.0005654024587341
B,14,334,11,11,0.0005654024587341
B,14,335,11,11,0.0005654024587341
B,14,336,11,11,0.0005654024587341
B,14,337,11,11,0.0005654024587341
B,14,338,11,11,0.0005654024587341
B,14,339,11,11,0.0005654024587341
B,14,340,11,11,0.0005654024587341
B,14,341,11,11,0.0005654024587341
B,14,342,11,11,0.0005654024587341
B,14,343,11,11,0.0005654024587341
B,14,344,11,11,0.0005654024587341
B,14,345,11,11,0.0005654024587341
B,14,346,11,11,0.0005654024587341
B,14,347,11,11,0.0005654024587341
B,14,348,11,11,0.0005654024587341
B,14,349,11,11,0.0005654024587341
B,14,350,11,11,0.0005654024587341
B,14,351,11,11,0.0005654024587341
B,14,352,11,11,0.0005654024587341
B,14,353,11,11,0.0005654024587341
B,14,354,11,11,0.0005654024587341
B,14,355,11,11,0.0005654024587341
B,14,356,11,11,0.0005654024587341
B,14,357,11,11,0.0005654024587341
B,14,358,11,11,0.0005654024587341
B,14,359,11,11,0.0005654024587341
B,14,360,11,11,0.0005654024587341
B,14,361,11,11,0.0005654024587341
B,14,362,11,11,0.0005654024587341
B,14,363,11,11,0.0005654024587341
B,14,364,11,11,0.0005654024587341
B,14,365,11,11,0.0005654024587341
B,14,366,11,11,0.0005654024587341
B,14,367,11,11,0.0005654024587341
B,14,368,11,11,0.0005654024587341
B,14,369,11,11,0.0005654024587341
B,14,370,11,11,0.0005654024587341
B,14,371,11,11,0.0005654024587341
B,14,372,11,11,0.0005654024587341
B,14,373,11,11,0.0005654024587341
B,14,374,11,11,0.0005654024587341
B,14,375,11,11,0.0005654024587341
B,14,376,11,11,0.0005654024587341
B,14,377,11,11,0.0005654024587341
B,14,378,11,11,0.0005654024587341
B,14,379,11,11,0.0005654024587341
B,14,380,11,11,0.0005654024587341
B,14,381,11,11,0.0005654024587341
B,14,382,11,11,0.0005654024587341
B,14,383,11,11,0.0005654024587341
B,14,384,11,11,0.0005654024587341
B,14,385,11,11,0.0005654024587341
B,14,386,11,11,0.0005654024587341
B,14,387,11,11,0.0005654024587341
B,14,388,11,11,0.0005654024587341
B,14,389,11,11,0.0005654024587341
B,14,390,11,11,0.0005654024587341
B,14,391,11,11,0.0005654024587341
B,14,392,11,11,0.0005654024587341
B,14,393,11,11,0.0005654024587341
B,14,394,11,11,0.0005654024587341
B,14,395,11,11,0.0005654024587341
B,14,396,11,11,0.0005654024587341
B,14,397,11,15,0.0013837481226913503
B,14,398,11,15,0.0013837481226913503
B,14,399,11,15,0.0013837481226913503
B,14,400,11,15,0.0013837481226913503
B,14,401,11,11,0.0005654024587341
B,14,402,11,11,0.0005654024587341
B,14,403,11,11,0.0005654024587341
B,14,404,11,11,0.0005654024587341
B,14,405,11,11,0.0005654024587341
B,14,406,11,11,0.0005654024587341
B,14,407,11,11,0.0005654024587341
B,14,408,11,11,0.0005654024587341
B,14,409,11,11,0.0005654024587341
B,14,410,11,11,0.0005654024587341
B,14,411,11,11,0.0005654024587341
B,14,412,11,11,0.0005654024587341
B,14,413,11,11,0.0005654024587341
B,14,414,11,11,0.0005654024587341
B,14,415,11,11,0.0005654024587341
B,14,416,11,11,0.0005654024587341
B,14,417,11,11,0.0005654024587341
B,14,418,11,11,0.0005654024587341
B,14,419,11,11,0.0005654024587341
B,14,420,11,11,0.0005654024587341
B,14,421,11,11,0.0005654024587341
B,14,422,11,11,0.0005654024587341
B,14,423,11,11,0.0005654024587341
B,14,424,11,11,0.0005654024587341
B,14,425,11,11,0.0005654024587341
B,14,426,11,11,0.0005654024587341
B,14,427,11,11,0.0005654024587341
B,14,428,11,11,0.0005654024587341
B,14,429,11,11,0.0005654024587341
B,14,430,11,11,0.0005654024587341
B,14,431,11,11,0.0005654024587341
B,14,432,11,11,0.0005654024587341
B,14,433,11,11,0.0005654024587341
B,14,434,11,11,0.0005654024587341
B,14,435,11,11,0.0005654024587341
B,14,436,11,11,0.0005654024587341
B,14,437,11,11,0.0005654024587341
B,14,438,11,11,0.0005654024587341
B,14,439,11,11,0.0005654024587341
B,14,440,11,11,0.0005654024587341
B,14,441,11,11,0.0005654024587341
B,14,442,11,11,0.0005654024587341
B,14,443,11,11,0.0005654024587341
B,14,444,11,11,0.0005654024587341
B,14,445,11,11,0.0005654024587341
B,14,446,11,11,0.0005654024587341
B,14,447,11,11,0.0005654024587341
B,14,448,11,11,0.0005654024587341
B,14,449,11,11,0.0005654024587341
B,14,450,11,11,0.0005654024587341
B,14,451,11,11,0.0005654024587341
B,14,452,11,11,0.0005654024587341
B,14,453,11,11,0.0005654024587341
B,14,454,11,11,0.0005654024587341
B,14,455,11,11,0.0005654024587341
B,14,456,11,11,0.0005654024587341
B,14,457,11,11,0.0005654024587341
B,14,458,11,11,0.0005654024587341
B,14,459,11,11,0.0005654024587341
B,14,460,11,11,0.0005654024587341
B,14,461,11,11,0.0005654024587341
B,14,462,11,11,0.0005654024587341
B,14,463,11,11,0.0005654024587341
B,14,464,11,11,0.0005654024587341
B,14,465,11,11,0.0005654024587341
B,14,466,11,11,0.0005654024587341
B,14,467,11,11,0.0005654024587341
B,14,468,11,11,0.0005654024587341
B,14,469,11,11,0.0005654024587341
B,14,470,11,11,0.0005654024587341
B,14,471,11,11,0.0005654024587341
B,14,472,11,11,0.0005654024587341
B,14,473,11,11,0.0005654024587341
B,14,474,11,11,0.0005654024587341
B,14,475,11,11,0.0005654024587341
B,14,476,11,11,0.0005654024587341
B,14,477,11,11,0.0005654024587341
B,14,478,11,11,0.0005654024587341
B,14,479,11,11,0.0005654024587341
B,14,480,11,11,0.0005654024587341
B,14,481,11,11,0.0005654024587341
B,14,482,11,11,0.0005654024587341
B,14,483,11,11,0.0005654024587341
B,14,484,11,11,0.0005654024587341
B,14,485,11,11,0.0005654024587341
B,14,486,11,11,0.0005654024587341
B,14,487,11,11,0.0005654024587341
B,14,488,11,11,0.0005654024587341
B,14,489,11,11,0.0005654024587341
B,14,490,11,11,0.0005654024587341
B,14,491,11,11,0.0005654024587341
B,14,492,11,11,0.0005654024587341
B,14,493,11,11,0.0005654024587341
B,14,494,11,11,0.0005654024587341
B,14,495,11,11,0.0005654024587341
B,14,496,11,11,0.0005654024587341
B,14,497,11,11,0.0005654024587341
B,14,498,11,11,0.0005654024587341
B,14,499,11,11,0.0005654024587341
B,14,500,11,11,0.0005654024587341
B,14,501,11,11,0.0005654024587341
B,14,502,11,11,0.0005654024587341
B,14,503,15,11,0.0013837481226913503
B,14,504,15,11,0.0013837481226913503
B,14,505,15,11,0.0013837481226913503
B,14,506,15,11,0.0013837481226913503
B,14,507,27,11,0.0009373777605328502
B,14,508,27,11,0.0009373777605328502
B,14,509,27,11,0.0009373777605328502
B,14,510,27,15,0.0017557234244901005
B,14,511,1,15,0.0011010468933243004
B,14,512,1,27,0.0006546765311658001
B,14,513,1,27,0.0006546765311658001
B,14,514,1,1,0.0
B,14,515,1,1,0.0
B,14,516,1,1,0.0
B,14,517,1,1,0.0
B,14,518,2,2,0.0
B,14,519,2,2,0.0
B,14,520,2,2,0.0
B,14,521,2,2,0.0
B,14,522,2,2,0.0
B,14,523,2,2,0.0
B,14,524,2,2,0.0
B,14,525,2,2,0.0
B,14,526,2,2,0.0
B,14,527,2,2,0.0
B,14,528,2,2,0.0
B,14,529,2,2,0.0
B,14,530,2,2,0.0
B,14,531,2,2,0.0
B,14,532,2,2,0.0
B,14,533,2,2,0.0
B,14,534,2,2,0.0
B,14,535,2,2,0.0
B,14,536,2,2,0.0
B,14,537,2,2,0.0
B,14,538,2,2,0.0
B,14,539,2,2,0.0
B,14,540,2,2,0.0
B,14,541,2,2,0.0
B,14,542,2,2,0.0
B,14,543,2,2,0.0
B,14,544,2,2,0.0
B,14,545,2,2,0.0
B,14,546,2,2,0.0
B,14,547,2,2,0.0
B,14,548,2,2,0.0
B,14,549,2,2,0.0
B,14,550,2,2,0.0
B,14,551,2,2,0.0
B,14,552,2,2,0.0
B,14,553,2,2,0.0
B,14,554,2,2,0.0
B,14,555,2,2,0.0
B,14,556,2,2,0.0
B,14,557,2,2,0.0
B,14,558,2,2,0.0
B,14,559,2,2,0.0
B,14,560,2,2,0.0
B,14,561,2,2,0.0
B,14,562,2,2,0.0
B,14,563,2,2,0.0
B,14,564,2,2,0.0
B,14,565,2,2,0.0
B,14,566,2,2,0.0
B,14,567,2,2,0.0
B,14,568,2,2,0.0
B,14,569,2,2,0.0
B,14,570,2,2,0.0
B,14,571,2,2,0.0
B,14,572,2,2,0.0
B,14,573,2,2,0.0
B,14,574,2,2,0.0
B,14,575,2,2,0.0
B,14,576,2,2,0.0
B,14,577,2,2,0.0
B,14,578,2,2,0.0
B,14,579,2,2,0.0
B,14,580,2,2,0.0
B,14,581,2,2,0.0
B,14,582,2,2,0.0
B,14,583,2,2,0.0
B,14,584,2,2,0.0
B,14,585,2,2,0.0
B,14,586,2,2,0.0
B,14,587,2,2,0.0
B,14,588,2,2,0.0
B,14,589,2,2,0.0
B,14,590,2,2,0.0
B,14,591,2,2,0.0
B,14,592,2,2,0.0
B,14,593,2,2,0.0
B,14,594,2,2,0.0
B,14,595,2,2,0.0
B,14,596,2,2,0.0
B,14,597,2,2,0.0
B,14,598,2,2,0.0
B,14,599,2,2,0.0
B,14,600,2,2,0.0
B,14,601,2,2,0.0
B,14,602,2,2,0.0
B,14,603,2,2,0.0
B,14,604,2,2,0.0
B,14,605,2,2,0.0
B,14,606,2,2,0.0
B,14,607,2,2,0.0
B,14,608,2,2,0.0
B,14,609,2,2,0.0
B,14,610,2,2,0.0
B,14,611,2,2,0.0
B,14,612,2,2,0.0
B,14,613,2,2,0.0
B,14,614,2,2,0.0
B,14,615,2,2,0.0
B,14,616,2,2,0.0
B,14,617,2,2,0.0
B,14,618,2,2,0.0
B,14,619,2,2,0.0
B,14,620,2,2,0.0
B,14,621,2,2,0.0
B,14,622,2,2,0.0
B,14,623,2,2,0.0
B,14,624,2,2,0.0
B,14,625,2,2,0.0
B,14,626,2,2,0.0
B,14,627,2,2,0.0
B,14,628,2,2,0.0
B,14,629,2,2,0.0
B,14,630,2,2,0.0
B,14,631,2,2,0.0
B,14,632,2,2,0.0
B,14,633,2,2,0.0
B,14,634,2,2,0.0
B,14,635,2,2,0.0
B,14,636,2,2,0.0
B,14,637,2,2,0.0
B,14,638,2,2,0.0
B,14,639,2,2,0.0
B,14,640,2,2,0.0
B,14,641,2,2,0.0
B,14,642,2,2,0.0
B,14,643,2,2,0.0
B,14,644,2,2,0.0
B,14,645,2,2,0.0
B,14,646,2,2,0.0
B,14,647,2,2,0.0
B,14,648,2,2,0.0
B,14,649,2,2,0.0
B,14,650,2,2,0.0
B,14,651,2,2,0.0
B,14,652,2,2,0.0
B,14,653,2,2,0.0
B,14,654,2,2,0.0
B,14,655,2,2,0.0
B,14,656,2,2,0.0
B,14,657,2,2,0.0
B,14,658,2,2,0.0
B,14,659,2,2,0.0
B,14,660,2,2,0.0
B,14,661,2,2,0.0
B,14,662,2,2,0.0
B,14,663,2,2,0.0
B,14,664,2,2,0.0
B,14,665,2,2,0.0
B,14,666,2,2,0.0
B,14,667,2,2,0.0
B,14,668,2,2,0.0
B,14,669,2,2,0.0
B,14,670,2,2,0.0
B,14,671,2,2,0.0
B,14,672,2,2,0.0
B,14,673,2,2,0.0
B,14,674,2,2,0.0
B,14,675,2,2,0.0
B,14,676,2,2,0.0
B,14,677,2,2,0.0
B,14,678,2,2,0.0
B,14,679,2,2,0.0
B,14,680,2,2,0.0
B,14,681,2,2,0.0
B,14,682,2,2,0.0
B,14,683,2,2,0.0
B,14,684,2,2,0.0
B,14,685,2,2,0.0
B,14,686,2,2,0.0
B,14,687,2,2,0.0
B,14,688,2,2,0.0
B,14,689,2,2,0.0
B,14,690,2,2,0.0
B,14,691,2,2,0.0
B,14,692,2,2,0.0
B,14,693,2,2,0.0
B,14,694,2,2,0.0
B,14,695,2,2,0.0
B,14,696,2,2,0.0
B,14,697,2,2,0.0
B,14,698,2,2,0.0
B,14,699,2,2,0.0
B,14,700,2,2,0.0
B,14,701,2,2,0.0
B,14,702,2,2,0.0
B,14,703,2,2,0.0
B,14,704,2,2,0.0
B,14,705,2,2,0.0
B,14,706,2,2,0.0
B,14,707,2,2,0.0
B,14,708,2,2,0.0
B,14,709,2,2,0.0
B,14,710,2,2,0.0
B,14,711,2,2,0.0
B,14,712,2,2,0.0
B,14,713,2,2,0.0
B,14,714,2,2,0.0
B,14,715,2,2,0.0
B,14,716,2,2,0.0
B,14,717,2,2,0.0
B,14,718,2,2,0.0
B,14,719,2,2,0.0
B,14,720,2,2,0.0
B,14,721,2,2,0.0
B,14,722,2,2,0.0
B,14,723,2,2,0.0
B,14,724,2,2,0.0
B,14,725,2,2,0.0
B,14,726,2,2,0.0
B,14,727,2,2,0.0
B,14,728,2,2,0.0
B,14,729,2,2,0.0
B,14,730,2,2,0.0
B,14,731,2,2,0.0
B,14,732,2,2,0.0
B,14,733,2,2,0.0
B,14,734,2,2,0.0
B,14,735,2,2,0.0
B,14,736,2,2,0.0
B,14,737,2,2,0.0
B,14,738,2,2,0.0
B,14,739,2,2,0.0
B,14,740,2,2,0.0
B,14,741,2,2,0.0
B,14,742,2,2,0.0
B,14,743,2,2,0.0
B,14,744,2,2,0.0
B,14,745,2,2,0.0
B,14,746,2,2,0.0
B,14,747,2,2,0.0
B,14,748,2,2,0.0
B,14,749,2,2,0.0
B,14,750,2,2,0.0
B,14,751,2,2,0.0
B,14,752,2,2,0.0
B,14,753,2,2,0.0
B,14,754,2,2,0.0
B,14,755,2,2,0.0
B,14,756,2,2,0.0
B,14,757,2,2,0.0
B,14,758,2,2,0.0
B,14,759,2,2,0.0
B,14,760,2,2,0.0
B,14,761,2,2,0.0
B,14,762,2,2,0.0
B,14,763,2,2,0.0
B,14,764,2,2,0.0
B,14,765,2,2,0.0
B,14,766,2,2,0.0
B,14,767,2,2,0.0
B,14,768,2,2,0.0
B,14,769,2,2,0.0
B,14,770,2,2,0.0
B,14,771,2,2,0.0
B,14,772,2,2,0.0
B,14,773,2,2,0.0
B,14,774,2,2,0.0
B,14,775,2,2,0.0
B,14,776,2,2,0.0
B,14,777,2,2,0.0
B,14,778,2,2,0.0
B,14,779,2,2,0.0
B,14,780,2,2,0.0
B,14,781,2,2,0.0
B,14,782,2,2,0.0
B,14,783,2,2,0.0
B,14,784,2,2,0.0
B,14,785,2,2,0.0
B,14,786,2,2,0.0
B,14,787,2,2,0.0
B,14,788,2,2,0.0
B,14,789,2,2,0.0
B,14,790,2,2,0.0
B,14,791,2,2,0.0
B,14,792,2,2,0.0
B,14,793,2,2,0.0
B,14,794,2,2,0.0
B,14,795,2,2,0.0
B,14,796,2,2,0.0
B,14,797,2,2,0.0
B,14,798,2,2,0.0
B,14,799,2,2,0.0
B,14,800,2,2,0.0
B,14,801,2,2,0.0
B,14,802,2,2,0.0
B,14,803,2,2,0.0
B,14,804,2,2,0.0
B,14,805,2,2,0.0
B,14,806,2,2,0.0
B,14,807,2,2,0.0
B,14,808,2,2,0.0
B,14,809,2,2,0.0
B,14,810,2,2,0.0
B,14,811,2,2,0.0
B,14,812,2,2,0.0
B,14,813,2,2,0.0
B,14,814,2,2,0.0
B,14,815,2,2,0.0
B,14,816,2,2,0.0
B,14,817,2,2,0.0
B,14,818,2,2,0.0
B,14,819,2,2,0.0
B,14,820,2,2,0.0
B,14,821,2,2,0.0
B,14,822,2,2,0.0
B,14,823,2,2,0.0
B,14,824,2,2,0.0
B,14,825,2,2,0.0
B,14,826,2,2,0.0
B,14,827,2,2,0.0
B,14,828,2,2,0.0
B,14,829,2,2,0.0
B,14,830,2,2,0.0
B,14,831,2,2,0.0
B,14,832,2,2,0.0
B,14,833,2,2,0.0
B,14,834,2,2,0.0
B,14,835,2,2,0.0
B,14,836,2,2,0.0
B,14,837,2,2,0.0
B,14,838,2,2,0.0
B,14,839,2,2,0.0
B,14,840,2,2,0.0
B,14,841,2,2,0.0
B,14,842,2,2,0.0
B,14,843,2,2,0.0
B,14,844,2,2,0.0
B,14,845,2,2,0.0
B,14,846,2,2,0.0
B,14,847,2,2,0.0
B,14,848,2,2,0.0
B,14,849,2,2,0.0
B,14,850,2,2,0.0
B,14,851,2,2,0.0
B,14,852,2,2,0.0
B,14,853,2,2,0.0
B,14,854,2,2,0.0
B,14,855,2,2,0.0
B,14,856,2,2,0.0
B,14,857,2,2,0.0
B,14,858,2,2,0.0
B,14,859,2,2,0.0
B,14,860,2,2,0.0
B,14,861,2,2,0.0
B,14,862,2,2,0.0
B,14,863,2,2,0.0
B,14,864,2,2,0.0
B,14,865,2,2,0.0
B,14,866,2,2,0.0
B,14,867,2,2,0.0
B,14,868,2,2,0.0
B,14,869,2,2,0.0
B,14,870,2,2,0.0
B,14,871,2,2,0.0
B,14,872,2,2,0.0
B,14,873,2,2,0.0
B,14,874,2,2,0.0
B,14,875,2,2,0.0
B,14,876,2,2,0.0
B,14,877,2,2,0.0
B,14,878,2,2,0.0
B,14,879,2,2,0.0
B,14,880,2,2,0.0
B,14,881,2,2,0.0
B,14,882,2,2,0.0
B,14,883,2,2,0.0
B,14,884,2,2,0.0
B,14,885,2,2,0.0
B,14,886,2,2,0.0
B,14,887,2,2,0.0
B,14,888,2,2,0.0
B,14,889,2,2,0.0
B,14,890,2,2,0.0
B,14,891,2,2,0.0
B,14,892,2,2,0.0
B,14,893,2,2,0.0
B,14,894,2,2,0.0
B,14,895,2,2,0.0
B,14,896,2,2,0.0
B,14,897,2,2,0.0
B,14,898,2,2,0.0
B,14,899,2,2,0.0
B,14,900,2,2,0.0
B,14,901,2,2,0.0
B,14,902,2,2,0.0
B,14,903,2,2,0.0
B,14,904,2,2,0.0
B,14,905,2,2,0.0
B,14,906,2,2,0.0
B,14,907,2,2,0.0
B,14,908,2,2,0.0
B,14,909,2,2,0.0
B,14,910,2,2,0.0
B,14,911,2,2,0.0
B,14,912,2,2,0.0
B,14,913,2,2,0.0
B,14,914,2,2,0.0
B,14,915,2,2,0.0
B,14,916,2,2,0.0
B,14,917,2,2,0.0
B,14,918,2,2,0.0
B,14,919,2,2,0.0
B,14,920,2,2,0.0
B,14,921,2,2,0.0
B,14,922,2,2,0.0
B,14,923,2,2,0.0
B,14,924,2,2,0.0
B,14,925,2,2,0.0
B,14,926,2,2,0.0
B,14,927,2,2,0.0
B,14,928,2,2,0.0
B,14,929,2,2,0.0
B,14,930,2,2,0.0
B,14,931,2,2,0.0
B,14,932,2,2,0.0
B,14,933,2,2,0.0
B,14,934,2,2,0.0
B,14,935,2,2,0.0
B,14,936,2,2,0.0
B,14,937,2,2,0.0
B,14,938,2,2,0.0
B,14,939,2,2,0.0
B,14,940,2,2,0.0
B,14,941,2,2,0.0
B,14,942,2,2,0.0
B,14,943,2,2,0.0
B,14,944,2,2,0.0
B,14,945,2,2,0.0
B,14,946,2,2,0.0
B,14,947,2,2,0.0
B,14,948,2,2,0.0
B,14,949,2,2,0.0
B,14,950,2,2,0.0
B,14,951,2,2,0.0
B,14,952,2,2,0.0
B,14,953,2,2,0.0
B,14,954,2,2,0.0
B,14,955,2,2,0.0
B,14,956,2,2,0.0
B,14,957,2,2,0.0
B,14,958,2,2,0.0
B,14,959,2,2,0.0
B,14,960,2,2,0.0
B,14,961,2,2,0.0
B,14,962,2,2,0.0
B,14,963,2,2,0.0
B,14,964,2,2,0.0
B,14,965,2,2,0.0
B,14,966,2,2,0.0
B,14,967,2,2,0.0
B,14,968,2,2,0.0
B,14,969,2,2,0.0
B,14,970,2,2,0.0
B,14,971,2,2,0.0
B,14,972,2,2,0.0
B,14,973,2,2,0.0
B,14,974,2,2,0.0
B,14,975,2,2,0.0
B,14,976,2,2,0.0
B,14,977,2,2,0.0
B,14,978,2,2,0.0
B,14,979,2,2,0.0
B,14,980,2,2,0.0
B,14,981,2,2,0.0
B,14,982,2,2,0.0
B,14,983,2,2,0.0
B,14,984,2,2,0.0
B,14,985,2,2,0.0
B,14,986,2,2,0.0
B,14,987,2,2,0.0
B,14,988,2,2,0.0
B,14,989,2,2,0.0
B,14,990,2,2,0.0
B,14,991,2,2,0.0
B,14,992,2,2,0.0
B,14,993,2,2,0.0
B,14,994,2,2,0.0
B,14,995,2,2,0.0
B,14,996,2,2,0.0
B,14,997,2,2,0.0
B,14,998,2,2,0.0
